bioguide,name,opensecrets,rss_url,state,twitter,twitter_id
B000213,Joe Barton,N00005656,http://joebarton.house.gov/index.php?format=feed&amp;type=rss,TX,RepJoeBarton,19929362
B001270,Karen Bass,N00031877,http://bass.house.gov/rss.xml,CA,RepKarenBass,239949176
B001267,Michael F. Bennet,N00030608,http://www.bennet.senate.gov/rss/feeds/?type=news,CO,SenBennetCo,224285242
B001257,Gus M. Bilirakis,N00027462,http://bilirakis.house.gov/index.php?format=feed&amp;type=rss,FL,RepGusBilirakis,26051676
B001250,Rob Bishop,N00025292,http://robbishop.house.gov/news/rss.aspx,UT,RepRobBishop,148006729
B000490,"Sanford D. Bishop, Jr.",N00002674,http://bishop.house.gov/rss.xml,GA,SanfordBishop,249410485
B001273,Diane Black,N00031539,http://black.house.gov/rss.xml,TN,RepDianeBlack,110545675
B001243,Marsha Blackburn,N00003105,http://blackburn.house.gov/news/rss.aspx,TN,MarshaBlackburn,278145569
B000574,Earl Blumenauer,N00007727,http://blumenauer.house.gov/index.php?format=feed&amp;type=rss,OR,BlumenauerMedia,137823987
B001277,Richard Blumenthal,N00031685,http://www.blumenthal.senate.gov/rss/feeds/?type=all,CT,SenBlumenthal,278124059
B000575,Roy Blunt,N00005195,http://www.blunt.senate.gov/public/?a=rss.feed,MO,RoyBlunt,21269970
B001236,John Boozman,N00013873,http://www.boozman.senate.gov/public/index.cfm/rss/feed,AR,JohnBoozman,5558312
B001245,Madeleine Z. Bordallo,N00024866,http://bordallo.house.gov/rss.xml,GU,,
B000755,Kevin Brady,N00005883,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,TX,RepKevinBrady,19926675
B001227,Robert A. Brady,N00001619,http://brady.house.gov/rss.xml,PA,RepBrady,148453195
B001274,Mo Brooks,N00030910,http://brooks.house.gov/rss/press-releases.xml,AL,RepMoBrooks,237299871
B001260,Vern Buchanan,N00027626,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,FL,VernBuchanan,20467163
B001275,Larry Bucshon,N00031227,http://bucshon.house.gov/rss.xml,IN,RepLarryBucshon,234812598
B001248,Michael C. Burgess,N00025219,http://burgess.house.gov/news/rss.aspx,TX,MichaelCBurgess,15751083
B001135,Richard Burr,N00002221,http://www.burr.senate.gov/public/index.cfm?fuseaction=rss.feed,NC,SenatorBurr,21157904
B001251,G. K. Butterfield,N00027035,http://butterfield.house.gov/rss/press-releases.xml/,NC,GKButterfield,432676344
C000059,Ken Calvert,N00007099,http://calvert.house.gov/news/rss.aspx,CA,KenCalvert,22545491
C001047,Shelley Moore Capito,N00009771,,WV,SenCapito,193794406
C001037,Michael E. Capuano,N00000267,,MA,RepMikeCapuano,747806211983179776
C001072,André Carson,N00029513,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,IN,RepAndreCarson,199325935
C001051,John R. Carter,N00025095,http://carter.house.gov/common/rss/?rss=40,TX,JudgeCarter,18030431
C001075,Bill Cassidy,N00030245,,LA,,
C001066,Kathy Castor,N00027514,http://castor.house.gov/news/rss.aspx,FL,USRepKCastor,1880674038
C000266,Steve Chabot,N00003689,http://chabot.house.gov/common/rss/index.cfm?rss=49,OH,RepSteveChabot,237750442
C001076,Jason Chaffetz,N00028958,http://chaffetz.house.gov/rss.xml,UT,JasonInTheHouse,17800215
C001080,Judy Chu,N00030600,http://chu.house.gov/rss.xml,CA,RepJudyChu,193732179
C001084,David N. Cicilline,N00032019,http://cicilline.house.gov/rss.xml,RI,RepCicilline,462143773
C001067,Yvette D. Clarke,N00026961,http://clarke.house.gov/news/rss.aspx,NY,RepYvetteClarke,240812994
C001049,Wm. Lacy Clay,N00012460,,MO,,
C001061,Emanuel Cleaver,N00026790,http://cleaver.house.gov/rss.xml,MO,RepCleaver,163570705
C000537,James E. Clyburn,N00002408,http://clyburn.house.gov/rss.xml,SC,Clyburn,188019606
C001077,Mike Coffman,N00024753,http://coffman.house.gov/index.php?format=feed&amp;type=rss,CO,RepMikeCoffman,19407835
C001068,Steve Cohen,N00003225,http://cohen.house.gov/rss.xml,TN,RepCohen,162069635
C001053,Tom Cole,N00025726,http://cole.house.gov/rss.xml,OK,TomColeOK04,23124635
C001062,K. Michael Conaway,N00026041,,TX,ConawayTX11,295685416
C001078,Gerald E. Connolly,N00029891,http://connolly.house.gov/common/rss//index.cfm?rss=44,VA,GerryConnolly,78445977
C000714,"John Conyers, Jr.",N00004029,http://conyers.house.gov/index.cfm/rss/feed,MI,RepJohnConyers,138770045
C000754,Jim Cooper,N00003132,http://cooper.house.gov/index.php?format=feed&amp;type=rss,TN,RepJimCooper,22523087
C001059,Jim Costa,N00026341,http://costa.house.gov/index.php?format=feed&amp;type=rss,CA,RepJimCosta,245451804
C001069,Joe Courtney,N00024842,http://courtney.house.gov/index.php?format=feed&amp;type=rss,CT,RepJoeCourtney,85396297
C000880,Mike Crapo,N00006267,,ID,MikeCrapo,600463589
C001087,"Eric A. ""Rick"" Crawford",N00030770,http://crawford.house.gov/news/rss.aspx,AR,RepRickCrawford,233693291
C001038,Joseph Crowley,N00001127,http://crowley.house.gov/rss.xml,NY,RepJoeCrowley,111635980
C001063,Henry Cuellar,N00024978,http://cuellar.house.gov/news/rss.aspx,TX,RepCuellar,210926192
C001048,John Abney Culberson,N00009738,http://culberson.house.gov/rss/,TX,CongCulberson,24183358
C000984,Elijah E. Cummings,N00001971,http://cummings.house.gov/rss.xml,MD,RepCummings,787373558
D000096,Danny K. Davis,N00004884,http://davis.house.gov/index.php?format=feed&type=rss,IL,RepDannyDavis,789244177
D000598,Susan A. Davis,N00009604,,CA,RepSusanDavis,432771620
D000191,Peter A. DeFazio,N00007781,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,OR,RepPeterDeFazio,252249233
D000197,Diana DeGette,N00006134,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,CO,RepDianaDeGette,28599820
D000216,Rosa L. DeLauro,N00000615,http://delauro.house.gov/index.php?format=feed&amp;type=rss,CT,RosaDeLauro,140519774
D000612,Jeff Denham,N00031593,http://denham.house.gov/rss.xml,CA,RepJeffDenham,248699486
D000604,Charles W. Dent,N00026171,http://dent.house.gov/?a=rss.feed,PA,RepCharlieDent,242376736
D000616,Scott DesJarlais,N00030957,http://desjarlais.house.gov/news/rss.aspx,TN,DesJarlaisTN04,235312723
D000610,Theodore E. Deutch,N00031317,http://teddeutch.house.gov/news/rss.aspx,FL,RepTedDeutch,137794015
D000600,Mario Diaz-Balart,N00025337,http://mariodiazbalart.house.gov/rss.xml,FL,MarioDB,37094727
D000399,Lloyd Doggett,N00006023,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,TX,RepLloydDoggett,153944899
D000607,Joe Donnelly,N00026586,http://www.donnelly.senate.gov/rss/feeds/?type=all,IN,SenDonnelly,216503958
D000482,Michael F. Doyle,N00001373,http://doyle.house.gov/rss.xml,PA,USRepMikeDoyle,39249305
D000614,Sean P. Duffy,N00030967,http://duffy.house.gov/rss.xml,WI,RepSeanDuffy,234022257
D000615,Jeff Duncan,N00030752,http://jeffduncan.house.gov/rss.xml,SC,RepJeffDuncan,240393970
D000533,"John J. Duncan, Jr.",N00003209,http://duncan.house.gov/rss.xml,TN,RepJohnDuncanJr,1883356866
E000288,Keith Ellison,N00028257,http://ellison.house.gov/index.php?format=feed&amp;type=rss,MN,KeithEllison,14135426
E000179,Eliot L. Engel,N00001003,,NY,RepEliotEngel,164007407
E000215,Anna G. Eshoo,N00007335,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,CA,RepAnnaEshoo,249348006
F000460,Blake Farenthold,N00031672,http://farenthold.house.gov/index.php?format=feed&amp;type=rss,TX,Farenthold,17896154
F000444,Jeff Flake,N00009573,http://www.flake.senate.gov/public/index.cfm/rss/feed,AZ,JeffFlake,16056306
F000459,"Charles J. ""Chuck"" Fleischmann",N00030815,http://fleischmann.house.gov/rss.xml,TN,RepChuck,235190657
F000461,Bill Flores,N00031545,http://flores.house.gov/common/rss//index.cfm?rss=25,TX,RepBillFlores,237312687
F000449,Jeff Fortenberry,N00026631,http://fortenberry.house.gov/index.php?format=feed&amp;type=rss,NE,JeffFortenberry,18805303
F000450,Virginia Foxx,N00026166,http://foxx.house.gov/common/rss/?rss=55,NC,VirginiaFoxx,16256269
F000448,Trent Franks,N00006423,http://franks.house.gov/rss.xml,AZ,RepTrentFranks,24773493
F000372,Rodney P. Frelinghuysen,N00000684,http://frelinghuysen.house.gov/common/rss/?rss=3,NJ,USRepRodney,1382011333
F000455,Marcia L. Fudge,N00030490,http://fudge.house.gov/common/rss//index.cfm?rss=25,OH,RepMarciaFudge,153486399
G000559,John Garamendi,N00030856,http://garamendi.house.gov/rss.xml,CA,RepGaramendi,88806753
G000562,Cory Gardner,N00030780,,CO,SenCoryGardner,235217558
G000563,Bob Gibbs,N00031128,http://gibbs.house.gov/rss.xml,OH,RepBobGibbs,234822928
G000552,Louie Gohmert,N00026148,http://gohmert.house.gov/news/rss.aspx,TX,RepLouieGohmert,22055226
G000289,Bob Goodlatte,N00009154,http://goodlatte.house.gov/press_releases.rss,VA,RepGoodlatte,37920978
G000565,Paul A. Gosar,N00030771,http://gosar.house.gov/rss.xml,AZ,RepGosar,240760644
G000566,Trey Gowdy,N00030880,http://gowdy.house.gov/news/rss.aspx,SC,TGowdySC,237348797
G000377,Kay Granger,N00008799,http://kaygranger.house.gov/rss.xml,TX,RepKayGranger,161743731
G000386,Chuck Grassley,N00001758,http://grassley.senate.gov/customcf/rss_feed.cfm,IA,ChuckGrassley,10615232
G000546,Sam Graves,N00013323,http://graves.house.gov/common/rss/index.cfm?rss=25,MO,RepSamGraves,29766367
G000560,Tom Graves,N00030788,http://tomgraves.house.gov/news/rss.aspx,GA,RepTomGraves,190328374
G000553,Al Green,N00026686,http://algreen.house.gov/rss.xml,TX,RepAlGreen,156333623
G000410,Gene Green,N00005870,http://green.house.gov/rss.xml,TX,RepGeneGreen,111635527
G000568,H. Morgan Griffith,N00032029,http://morgangriffith.house.gov/news/rss.aspx,VA,RepMGriffith,234057152
G000551,Raúl M. Grijalva,N00025284,http://grijalva.house.gov/common/rss/?rss=13,AZ,RepraulGrijalva,28602948
G000558,Brett Guthrie,N00029675,http://guthrie.house.gov/common/rss/?rss=24,KY,RepGuthrie,1908143071
G000535,Luis V. Gutiérrez,N00004874,http://gutierrez.house.gov/rss.xml,IL,RepGutierrez,36948268
H001045,Gregg Harper,N00029632,http://harper.house.gov/rss.xml,MS,GreggHarper,23712174
H001052,Andy Harris,N00029147,http://harris.house.gov/rss.xml,MD,RepAndyHarrisMD,960962340
H001053,Vicky Hartzler,N00031005,http://hartzler.house.gov/rss.xml,MO,RepHartzler,237763317
H000324,Alcee L. Hastings,N00002884,http://www.alceehastings.house.gov/news/rss.aspx,FL,RepHastingsFL,2433737761
H001046,Martin Heinrich,N00029835,,NM,MartinHeinrich,1099199839
H001036,Jeb Hensarling,N00024922,http://hensarling.house.gov/atom.xml,TX,RepHensarling,18566912
H001056,Jaime Herrera Beutler,N00031559,http://herrerabeutler.house.gov/news/rss.aspx,WA,HerreraBeutler,242926427
H001038,Brian Higgins,N00027060,http://higgins.house.gov/rss.xml,NY,RepBrianHiggins,33576489
H001047,James A. Himes,N00029070,http://himes.house.gov/rss.xml,CT,JAHimes,31611298
H001042,Mazie K. Hirono,N00028139,http://www.hirono.senate.gov/rss/feeds/?type=all,HI,MazieHirono,92186819
H001061,John Hoeven,N00031688,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,ND,SenJohnHoeven,382791093
H000874,Steny H. Hoyer,N00001821,http://hoyer.house.gov/index.php?format=feed&amp;type=rss,MD,WhipHoyer,22012091
H001058,Bill Huizenga,N00030673,http://huizenga.house.gov/news/rss.aspx,MI,RepHuizenga,233949261
H001059,Randy Hultgren,N00031104,http://hultgren.house.gov/common/rss//index.cfm?rss=49,IL,RepHultgren,237814920
H001048,Duncan Hunter,N00029258,http://hunter.house.gov/rss.xml,CA,Rep_Hunter,1305596696
I000055,Johnny Isakson,N00002593,http://www.isakson.senate.gov/public/?a=RSS.Feed,GA,SenatorIsakson,78403308
I000056,Darrell E. Issa,N00007017,http://issa.house.gov/feed/,CA,DarrellIssa,22509548
J000032,Sheila Jackson Lee,N00005818,http://jacksonlee.house.gov/news/rss.aspx,TX,JacksonLeeTX18,80612021
J000290,Lynn Jenkins,N00029077,http://lynnjenkins.house.gov/common/rss/?rss=220,KS,RepLynnJenkins,19658173
J000292,Bill Johnson,N00032088,http://billjohnson.house.gov/constituentservices/opendoorsschedule.htm,OH,RepBillJohnson,211530910
J000126,Eddie Bernice Johnson,N00008122,http://ebjohnson.house.gov/common/rss//index.cfm?rss=21,TX,RepEBJ,168502762
J000288,"Henry C. ""Hank"" Johnson, Jr.",N00027848,http://hankjohnson.house.gov/rss.xml,GA,RepHankJohnson,24745957
J000293,Ron Johnson,N00032546,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,WI,SenRonJohnson,233737858
J000174,Sam Johnson,N00008028,http://samjohnson.house.gov/news/rss.aspx,TX,SamsPressShop,249288197
J000255,Walter B. Jones,N00002299,http://jones.house.gov/rss.xml,NC,RepWalterJones,26778110
J000289,Jim Jordan,N00027894,http://jordan.house.gov/news/rss.aspx,OH,Jim_Jordan,18166778
K000009,Marcy Kaptur,N00003522,http://kaptur.house.gov/index.php?format=feed&amp;type=rss,OH,RepMarcyKaptur,581141508
K000375,William R. Keating,N00031933,http://keating.house.gov/index.php?format=feed&amp;type=rss,MA,USRepKeating,232992031
K000376,Mike Kelly,N00031647,http://kelly.house.gov/rss.xml,PA,MikeKellyPA,935368364
K000188,Ron Kind,N00004403,http://kind.house.gov/common/rss/?rss=52,WI,RepRonKind,112740986
K000210,Peter T. King,N00001193,http://peteking.house.gov/rss.xml,NY,RepPeteKing,18277655
K000362,Steve King,N00025237,http://steveking.house.gov/index.php?format=feed&amp;type=rss,IA,SteveKingIA,48117116
K000378,Adam Kinzinger,N00030667,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,IL,RepKinzinger,219429281
L000573,Raúl R. Labrador,N00031377,http://labrador.house.gov/common/rss//index.cfm?rss=49,ID,Raul_Labrador,246341769
L000564,Doug Lamborn,N00028133,http://lamborn.house.gov/news-rss-graphic/news-rss-graphic/,CO,RepDLamborn,584012853
L000567,Leonard Lance,N00000898,http://lance.house.gov/rss-button/rss-button/,NJ,RepLanceNJ7,613725908
L000559,James R. Langevin,N00009724,http://langevin.house.gov/rss.xml,RI,JimLangevin,18909919
L000575,James Lankford,N00031129,,OK,SenatorLankford,225921757
L000560,Rick Larsen,N00009759,http://larsen.house.gov/rss.xml,WA,RepRickLarsen,404132211
L000557,John B. Larson,N00000575,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,CT,RepJohnLarson,50452197
L000566,Robert E. Latta,N00012233,http://latta.house.gov/news/rss.aspx,OH,BobLatta,15394954
L000174,Patrick J. Leahy,N00009918,http://www.leahy.senate.gov/rss/feeds/press/,VT,SenatorLeahy,242836537
L000551,Barbara Lee,N00008046,http://lee.house.gov/rss.xml,CA,RepBarbaraLee,248735463
L000577,Mike Lee,N00031696,http://www.lee.senate.gov/public/index.cfm/rss/feed,UT,SenMikeLee,88784440
L000263,Sander M. Levin,N00003950,http://levin.house.gov/rss.xml,MI,RepSandyLevin,25781141
L000287,John Lewis,N00002577,http://johnlewis.house.gov/rss.xml,GA,RepJohnLewis,29450962
L000563,Daniel Lipinski,N00027239,http://www.lipinski.house.gov/common/rss//index.cfm?rss=25,IL,RepLipinski,1009269193
L000554,Frank A. LoBiondo,N00000851,http://lobiondo.house.gov/rss.xml,NJ,RepLoBiondo,241207373
L000565,David Loebsack,N00027741,http://loebsack.house.gov/news/rss.aspx,IA,DaveLoebsack,510516465
L000397,Zoe Lofgren,N00007479,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,CA,RepZoeLofgren,267938462
L000576,Billy Long,N00030676,http://long.house.gov/common/rss//index.cfm?rss=49,MO,USRepLong,1444015610
L000480,Nita M. Lowey,N00001024,http://www.house.gov/common/rss/?rss=18,NY,NitaLowey,221792092
L000491,Frank D. Lucas,N00005559,http://lucas.house.gov/rss.xml,OK,RepFrankLucas,242772524
L000569,Blaine Luetkemeyer,N00030026,http://luetkemeyer.house.gov/news/rss.aspx,MO,RepBlainePress,1849261916
L000570,Ben Ray Luján,N00029562,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,NM,RepBenRayLujan,19318314
L000562,Stephen F. Lynch,N00013855,http://lynch.house.gov/rss.xml,MA,RepStephenLynch,310310133
M000087,Carolyn B. Maloney,N00000078,http://maloney.house.gov/rss.xml,NY,RepMaloney,258900199
M001158,Kenny Marchant,N00026710,http://marchant.house.gov/news/rss.aspx,TX,RepKenMarchant,23976316
M001179,Tom Marino,N00031777,http://marino.house.gov/rss.xml,PA,RepTomMarino,240363117
M000133,Edward J. Markey,N00000270,,MA,SenMarkey,21406834
M001163,Doris O. Matsui,N00027459,http://matsui.house.gov/index.php?format=feed&amp;type=rss,CA,DorisMatsui,38254095
M000303,John McCain,N00006424,,AZ,SenJohnMcCain,19394188
M001165,Kevin McCarthy,N00028152,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,CA,GOPLeader,19739126
M001157,Michael T. McCaul,N00026460,,TX,RepMcCaul,26424123
M001177,Tom McClintock,N00006863,http://mcclintock.house.gov/atom.xml,CA,RepMcClintock,50152441
M001143,Betty McCollum,N00012942,http://mccollum.house.gov/rss.xml,MN,BettyMcCollum04,516880804
M000312,James P. McGovern,N00000179,http://mcgovern.house.gov/common/rss/?rss=15,MA,RepMcGovern,242426145
M001156,Patrick T. McHenry,N00026627,http://mchenry.house.gov/news/rss.aspx,NC,PatrickMcHenry,27676828
M001180,David B. McKinley,N00031681,http://mckinley.house.gov/common/rss//index.cfm?rss=49,WV,RepMcKinley,240427862
M001159,Cathy McMorris Rodgers,N00026314,http://mcmorris.house.gov/common/rss/?rss=96,WA,CathyMcMorris,17976923
M001166,Jerry McNerney,N00026926,http://mcnerney.house.gov/rss.xml,CA,RepMcNerney,385429543
M001181,Patrick Meehan,N00031134,http://meehan.house.gov/rss/latest-news.xml,PA,RepMeehan,248850174
M001137,Gregory W. Meeks,N00001171,http://meeks.house.gov/rss.xml,NY,GregoryMeeks,22812754
M001160,Gwen Moore,N00026914,http://gwenmoore.house.gov/common/rss/index.cfm?rss=49,WI,RepGwenMoore,22669526
M000934,Jerry Moran,N00005282,http://www.moran.senate.gov/public/index.cfm/rss/feed/,KS,JerryMoran,18632666
M001153,Lisa Murkowski,N00026050,http://www.murkowski.senate.gov/public/?a=rss.feed,AK,LisaMurkowski,18061669
M001169,Christopher Murphy,N00027566,http://www.theday.com/article/20121216/nws12/312169935/1069/rss,CT,senmurphyoffice,2853793517
M001151,Tim Murphy,N00024992,http://murphy.house.gov/common/rss/?rss=44,PA,RepTimMurphy,117777832
M001111,Patty Murray,N00007876,http://www.murray.senate.gov/public/?a=rss.feed,WA,PattyMurray,293131808
N000002,Jerrold Nadler,N00000939,http://nadler.house.gov/rss.xml,NY,RepJerryNadler,40302336
N000179,Grace F. Napolitano,N00006789,http://napolitano.house.gov/rss.xml,CA,GraceNapolitano,161411080
N000015,Richard E. Neal,N00000153,http://neal.house.gov/index.php?format=feed&amp;type=rss,MA,RepRichardNeal,442824717
N000184,Kristi L. Noem,N00032022,http://noem.house.gov/index.cfm/rss/feed,SD,RepKristiNoem,235251868
N000147,Eleanor Holmes Norton,N00001692,http://norton.house.gov/index.php?format=feed&amp;type=rss,DC,EleanorNorton,23600262
N000181,Devin Nunes,N00007248,http://nunes.house.gov/news/rss.aspx,CA,Rep_DevinNunes,344972339
O000168,Pete Olson,N00029285,feed://olson.house.gov/common/rss/?rss=82,TX,RepPeteOlson,20053279
P000601,Steven M. Palazzo,N00031958,http://palazzo.house.gov/rss.xml,MS,CongPalazzo,299883942
P000034,"Frank Pallone, Jr.",N00000781,http://pallone.house.gov/rss.xml,NJ,FrankPallone,31801993
P000096,"Bill Pascrell, Jr.",N00000751,http://www.house.gov/apps/list/press/nj08_pascrell/rss.xml,NJ,BillPascrell,74508260
P000603,Rand Paul,N00030836,http://paul.senate.gov/rss/?p=news,KY,,
P000594,Erik Paulsen,N00029391,http://paulsen.house.gov/common/rss//?rss=105,MN,RepErikPaulsen,17513304
P000588,Stevan Pearce,N00012672,http://pearce.house.gov/rss.xml,NM,RepStevePearce,235271965
P000197,Nancy Pelosi,N00007360,http://pelosi.house.gov/atom.xml,CA,NancyPelosi,15764644
P000593,Ed Perlmutter,N00027510,http://perlmutter.house.gov/index.php?format=feed&amp;type=rss,CO,RepPerlmutter,20552026
P000595,Gary C. Peters,N00029277,,MI,SenGaryPeters,236511574
P000258,Collin C. Peterson,N00004558,http://collinpeterson.house.gov/rss.xml,MN,,
P000597,Chellie Pingree,N00013817,http://pingree.house.gov/index.php?format=feed&amp;type=rss,ME,ChelliePingree,14984637
P000592,Ted Poe,N00026457,http://poe.house.gov/index.php?format=feed&amp;type=rss,TX,JudgeTedPoe,74198348
P000598,Jared Polis,N00029127,http://polis.house.gov/news/rss.aspx,CO,RepJaredPolis,463132556
P000449,Rob Portman,N00003682,http://www.portman.senate.gov/public/index.cfm/rss/feed,OH,SenRobPortman,18915145
P000599,Bill Posey,N00029662,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,FL,CongBillPosey,25086658
P000523,David E. Price,N00002260,http://price.house.gov/index.php?format=feed&amp;type=rss,NC,RepDavidEPrice,155669457
Q000023,Mike Quigley,N00030581,http://quigley.house.gov/index.php?format=feed&amp;type=rss,IL,RepMikeQuigley,56864092
R000585,Tom Reed,N00030949,http://reed.house.gov/rss.xml,NY,RepTomReed,252819323
R000578,David G. Reichert,N00026885,http://reichert.house.gov/rss.xml,WA,DaveReichert,16102244
R000586,James B. Renacci,N00031127,http://renacci.house.gov/common/rss//index.cfm?rss=25,OH,RepJimRenacci,236916916
R000588,Cedric L. Richmond,N00030184,http://richmond.house.gov/rss.xml,LA,RepRichmond,267854863
R000591,Martha Roby,N00030768,http://roby.house.gov/rss.xml,AL,RepMarthaRoby,224294785
R000582,David P. Roe,N00028463,,TN,DrPhilRoe,52503751
R000395,Harold Rogers,N00003473,http://halrogers.house.gov/news/rss.aspx,KY,RepHalRogers,550401754
R000575,Mike Rogers,N00024759,http://mikerogers.house.gov/rss.xml,AL,RepMikeRogersAL,33977070
R000409,Dana Rohrabacher,N00007151,http://rohrabacher.house.gov/rss.xml,CA,reprohrabacher,831483464
R000592,Todd Rokita,N00031741,http://rokita.house.gov/rss.xml,IN,ToddRokita,17544524
R000583,Thomas J. Rooney,N00029018,http://rooney.house.gov/index.php?format=feed&amp;type=rss,FL,TomRooney,23970171
R000435,Ileana Ros-Lehtinen,N00002858,http://ros-lehtinen.house.gov/rss.xml,FL,RosLehtinen,14275291
R000580,Peter J. Roskam,N00004719,http://roskam.house.gov/index.php?format=feed&amp;type=rss,IL,PeterRoskam,20015903
R000593,Dennis A. Ross,N00030645,http://dennisross.house.gov/news/rss.aspx,FL,RepDennisRoss,33655490
R000486,Lucille Roybal-Allard,N00006671,http://roybal-allard.house.gov/news/rss.aspx,CA,RepRoybalAllard,479872233
R000487,Edward R. Royce,N00008264,http://royce.house.gov/news/rss.aspx,CA,RepEdRoyce,246769138
R000595,Marco Rubio,N00030612,http://www.rubio.senate.gov/public/?a=rss.feed,FL,SenRubioPress,229966028
R000576,C. A. Dutch Ruppersberger,N00025482,http://dutch.house.gov/atom.xml,MD,Call_Me_Dutch,305620929
R000515,Bobby L. Rush,N00004887,http://rush.house.gov/rss.xml,IL,RepBobbyRush,305216911
R000570,Paul D. Ryan,N00004357,http://paulryan.house.gov/news/rss.aspx,WI,SpeakerRyan,18916432
R000577,Tim Ryan,N00025280,http://timryan.house.gov/rss.xml,OH,RepTimRyan,13491312
S001177,Gregorio Kilili Camacho Sablan,N00030418,http://sablan.house.gov/rss.xml,MP,,
S001168,John P. Sarbanes,N00027751,http://sarbanes.house.gov/rss_news.asp,MD,RepSarbanes,364415553
S001176,Steve Scalise,N00009660,http://scalise.house.gov/rss.xml,LA,SteveScalise,1209417007
S001145,Janice D. Schakowsky,N00004724,http://schakowsky.house.gov/index.php?format=feed&amp;type=rss,IL,JanSchakowsky,24195214
S001150,Adam B. Schiff,N00009585,http://schiff.house.gov/common/rss/?rss=49,CA,RepAdamSchiff,29501253
S001180,Kurt Schrader,N00030071,http://schrader.house.gov/news/rss.aspx,OR,RepSchrader,20545793
S000148,Charles E. Schumer,N00001093,,NY,SenSchumer,17494010
S001183,David Schweikert,N00006460,http://schweikert.house.gov/rss/press-releases.xml,AZ,RepDavid,229197216
S001189,Austin Scott,N00032457,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,GA,AustinScottGA08,234797704
S001157,David Scott,N00024871,http://davidscott.house.gov/news/rss.aspx,GA,RepDavidScott,168673083
S000185,"Robert C. ""Bobby"" Scott",N00002147,http://www.house.gov/index.php?format=feed&amp;type=rss,VA,BobbyScott,161791703
S001184,Tim Scott,N00031782,http://www.scott.senate.gov/rss.xml,SC,SenatorTimScott,217543151
S000244,"F. James Sensenbrenner, Jr.",N00004291,http://sensenbrenner.house.gov/news/rss.aspx,WI,JimPressOffice,851621377
S000248,José E. Serrano,N00001813,http://serrano.house.gov/rss.xml,NY,RepJoseSerrano,33563161
S000250,Pete Sessions,N00005681,http://sessions.house.gov/?a=rss.feed,TX,PeteSessions,24735461
S001185,Terri A. Sewell,N00030622,http://sewell.house.gov/rss.xml,AL,RepTerriSewell,381152398
S000320,Richard C. Shelby,N00009920,http://www.shelby.senate.gov/public/index.cfm/rss/feed,AL,SenShelby,21111098
S000344,Brad Sherman,N00006897,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,CA,BradSherman,30216513
S000364,John Shimkus,N00004961,http://shimkus.house.gov/rss.xml,IL,RepShimkus,15600527
S001154,Bill Shuster,N00013770,http://shuster.house.gov/common/rss//index.cfm?rss=49,PA,RepBillShuster,22527499
S001148,Michael K. Simpson,N00006263,http://simpson.house.gov/news/rss.aspx,ID,CongMikeSimpson,76132891
S001165,Albio Sires,N00027523,http://sires.house.gov/rss.xml,NJ,RepSires,18696134
S000480,Louise McIntosh Slaughter,N00001311,http://louise.house.gov/index.php?format=feed&amp;type=rss,NY,LouiseSlaughter,63169388
S000510,Adam Smith,N00007833,http://www.house.gov/news/rss.aspx,WA,RepAdamSmith,58928690
S001172,Adrian Smith,N00027623,http://adriansmith.house.gov/rss.xml,NE,RepAdrianSmith,296245061
S000522,Christopher H. Smith,N00009816,http://chrissmith.house.gov/news/rss.aspx,NJ,RepChrisSmith,1289319271
S000583,Lamar Smith,N00001811,http://lamarsmith.house.gov/news/rss.aspx,TX,LamarSmithTX21,15856366
S001175,Jackie Speier,N00029649,http://speier.house.gov/index.php?format=feed&amp;type=rss,CA,RepSpeier,24913074
